Match,Name,Pos,Inning,Out,Runs,Balls,Fours,Sixes,S.R,Match_ID
Hong Kong vs Bahrain,Imran Anwar,3,2,c & b Aizaz Khan,29,15,2,3,193.33,T20I # 2015
Hong Kong vs Bahrain,Sohail Ahmed,4,2,c Haroon Arshad b Aizaz Khan,19,29,1,0,65.51,T20I # 2015
Hong Kong vs Bahrain,Haider Butt,5,2,lbw b Mohammad Ghazanfar,21,19,1,0,110.52,T20I # 2015
Hong Kong vs Bahrain,Ahmer Bin Nisar,6,2,c Nasrulla Rana b Mohammad Ghazanfar,10,9,1,0,111.11,T20I # 2015
Hong Kong vs Bahrain,Sathaiya Veerapathiran,7,2,c Haroon Arshad b Mohammad Ghazanfar,5,5,1,0,100.00,T20I # 2015
Hong Kong vs Bahrain,Junaid Aziz,8,2,c Yasim Murtaza b Haroon Arshad,12,13,1,0,92.30,T20I # 2015
Hong Kong vs Bahrain,Ali Dawood,9,2,lbw b Ehsan Khan,7,6,1,0,116.66,T20I # 2015
Hong Kong vs Bahrain,Rizwan Butt,10,2,c & b Ehsan Khan,4,6,0,0,66.66,T20I # 2015
Hong Kong vs Bahrain,Abdul Majid,11,2,not out ,0,1,0,0,0.00,T20I # 2015
Malaysia vs Bahrain,Zubaidi Zulkifle,1,1, b Veerapathiran,27,19,2,2,142.10,T20I # 2016
Malaysia vs Bahrain,Virandeep Singh,2,1, b Ali Dawood,5,5,1,0,100.00,T20I # 2016
Malaysia vs Bahrain,Muhammad Amir,3,1,c Haider Butt b Rizwan Butt,80,52,8,3,153.84,T20I # 2016
Malaysia vs Bahrain,Syed Aziz,4,1,run out (Haider Butt/†Shahbaz Badar),6,4,1,0,150.00,T20I # 2016
Malaysia vs Bahrain,Ahmad Faiz,5,1,c Haider Butt b Veerapathiran,37,19,3,2,194.73,T20I # 2016
Malaysia vs Bahrain,Sharvin Muniandy,6,1,not out ,23,13,0,2,176.92,T20I # 2016
Malaysia vs Bahrain,Mohamed Arief,7,1, b Rizwan Butt,5,7,0,0,71.42,T20I # 2016
Malaysia vs Bahrain,Vijay Unni,8,1,not out ,1,2,0,0,50.00,T20I # 2016
Malaysia vs Bahrain,Shahbaz Badar,1,2, b Rizwan Haider,0,3,0,0,0.00,T20I # 2016
Malaysia vs Bahrain,Sarfaraz Ali,2,2, b Vijay Unni,8,4,0,1,200.00,T20I # 2016
Malaysia vs Bahrain,Imran Anwar,3,2,c Mohamed Arief b Rizwan Haider,8,5,0,1,160.00,T20I # 2016
Malaysia vs Bahrain,Sohail Ahmed,4,2,c & b Muniandy,65,46,4,3,141.30,T20I # 2016
Malaysia vs Bahrain,Haider Butt,5,2,c Zubaidi Zulkifle b Rizwan Haider,25,24,1,1,104.16,T20I # 2016
Malaysia vs Bahrain,Ahmer Bin Nisar,6,2,c Muniandy b Fitri Sham,11,8,2,0,137.50,T20I # 2016
Malaysia vs Bahrain,Junaid Aziz,7,2,c Muhammad Amir b Fitri Sham,2,4,0,0,50.00,T20I # 2016
Malaysia vs Bahrain,Sathaiya Veerapathiran,8,2,c Muhammad Amir b Fitri Sham,7,7,1,0,100.00,T20I # 2016
Malaysia vs Bahrain,Rizwan Butt,9,2,c Muniandy b Rizwan Haider,9,7,1,0,128.57,T20I # 2016
Malaysia vs Bahrain,Abdul Majid,10,2,not out ,4,10,0,0,40.00,T20I # 2016
Malaysia vs Bahrain,Ali Dawood,11,2,not out ,0,2,0,0,0.00,T20I # 2016
Hong Kong vs Kuwait,Nizakat Khan,1,1,c †Usman Patel b Shahrukh Quddus,20,9,3,1,222.22,T20I # 2017
Hong Kong vs Kuwait,Anshy Rath,2,1, b Bilal Tahir,57,42,9,0,135.71,T20I # 2017
Hong Kong vs Kuwait,Babar Hayat,3,1,c †Usman Patel b Sayed Monib,3,6,0,0,50.00,T20I # 2017
Hong Kong vs Kuwait,Kinchit Shah,4,1,c Shiraz Khan b Mohamed Shafeeq,0,2,0,0,0.00,T20I # 2017
Hong Kong vs Kuwait,Aizaz Khan,5,1, b Aslam,18,14,2,1,128.57,T20I # 2017
Hong Kong vs Kuwait,Yasim Murtaza,6,1,c Bilal Tahir b Mohamed Shafeeq,23,28,1,0,82.14,T20I # 2017
Hong Kong vs Kuwait,Adit Gorawara,7,1,c Bilal Tahir b Shahrukh Quddus,20,14,2,1,142.85,T20I # 2017
Hong Kong vs Kuwait,Haroon Arshad,8,1,not out ,3,3,0,0,100.00,T20I # 2017
Hong Kong vs Kuwait,Ehsan Khan,9,1,not out ,7,2,0,1,350.00,T20I # 2017
Hong Kong vs Kuwait,Meet Bhavsar,1,2,run out (Aizaz Khan),0,2,0,0,0.00,T20I # 2017
Hong Kong vs Kuwait,Ravija Sandaruwan,2,2,c Babar Hayat b Yasim Murtaza,12,24,2,0,50.00,T20I # 2017
Hong Kong vs Kuwait,Adnan Idrees,3,2,c Haroon Arshad b Ehsan Khan,9,9,2,0,100.00,T20I # 2017
Hong Kong vs Kuwait,Usman Patel,4,2,c †Gorawara b Raag Kapur,16,11,0,2,145.45,T20I # 2017
Hong Kong vs Kuwait,Ali Zaheer,5,2,lbw b Raag Kapur,3,4,0,0,75.00,T20I # 2017
Hong Kong vs Kuwait,Mohammed Aslam,6,2,c Yasim Murtaza b Haroon Arshad,19,17,2,0,111.76,T20I # 2017
Hong Kong vs Kuwait,Shiraz Khan,7,2, b Mohammad Ghazanfar,14,23,0,0,60.86,T20I # 2017
Hong Kong vs Kuwait,Bilal Tahir,8,2,not out ,35,20,1,4,175.00,T20I # 2017
Hong Kong vs Kuwait,Sayed Monib,9,2,c Nizakat Khan b Haroon Arshad,19,7,1,2,271.42,T20I # 2017
Hong Kong vs Kuwait,Mohamed Shafeeq,10,2, b Haroon Arshad,2,4,0,0,50.00,T20I # 2017
Hong Kong vs Kuwait,Shahrukh Quddus,11,2,not out ,0,1,0,0,0.00,T20I # 2017
England vs Bangladesh,Phil Salt,1,1,c †Litton Das b Nasum Ahmed,38,35,4,1,108.57,T20I # 2018
England vs Bangladesh,Jos Buttler,2,1,c Najmul Hossain Shanto b Hasan Mahmud,67,42,4,4,159.52,T20I # 2018
England vs Bangladesh,Dawid Malan,3,1,c Najmul Hossain Shanto b Shakib Al Hasan,4,7,0,0,57.14,T20I # 2018
England vs Bangladesh,Ben Duckett,4,1, b Mustafizur Rahman,20,13,3,0,153.84,T20I # 2018
England vs Bangladesh,Moeen Ali,5,1,not out ,8,7,0,0,114.28,T20I # 2018
England vs Bangladesh,Sam Curran,6,1,c Najmul Hossain Shanto b Hasan Mahmud,6,11,0,0,54.54,T20I # 2018
England vs Bangladesh,Chris Woakes,7,1, b Taskin Ahmed,1,2,0,0,50.00,T20I # 2018
England vs Bangladesh,Chris Jordan,8,1,not out ,5,3,1,0,166.66,T20I # 2018
England vs Bangladesh,Litton Das,1,2,c Woakes b Archer,12,10,2,0,120.00,T20I # 2018
England vs Bangladesh,Rony Talukdar,2,2, b Rashid,21,14,4,0,150.00,T20I # 2018
England vs Bangladesh,Najmul Hossain Shanto,3,2, b Wood,51,30,8,0,170.00,T20I # 2018
England vs Bangladesh,Towhid Hridoy,4,2,c Curran b Ali,24,17,2,1,141.17,T20I # 2018
England vs Bangladesh,Shakib Al Hasan,5,2,not out ,34,24,6,0,141.66,T20I # 2018
England vs Bangladesh,Afif Hossain,6,2,not out ,15,13,2,0,115.38,T20I # 2018
Kuwait vs Bahrain,Meet Bhavsar,1,1,c Veerapathiran b Sarfaraz Ali,15,20,2,0,75.00,T20I # 2019
Kuwait vs Bahrain,Ravija Sandaruwan,2,1,c Kurup b Imran Anwar,30,27,2,2,111.11,T20I # 2019
Kuwait vs Bahrain,Adnan Idrees,3,1,c Junaid Aziz b Imran Anwar,18,17,3,0,105.88,T20I # 2019
Kuwait vs Bahrain,Usman Patel,4,1,c †Shahbaz Badar b Imran Anwar,4,6,1,0,66.66,T20I # 2019
Kuwait vs Bahrain,Ali Zaheer,5,1,c †Shahbaz Badar b Veerapathiran,13,13,1,0,100.00,T20I # 2019
Kuwait vs Bahrain,Bilal Tahir,6,1,run out (Kurup/Sarfaraz Ali),1,2,0,0,50.00,T20I # 2019
Kuwait vs Bahrain,Shiraz Khan,7,1,not out ,50,24,2,6,208.33,T20I # 2019
Kuwait vs Bahrain,Sayed Monib,8,1,c Junaid Aziz b Rizwan Butt,22,10,1,2,220.00,T20I # 2019
Kuwait vs Bahrain,Mohammed Aslam,9,1, b Rizwan Butt,0,1,0,0,0.00,T20I # 2019
Kuwait vs Bahrain,Prashant Kurup,1,2,c Sandaruwan b Ilyas Ahmed,5,7,1,0,71.42,T20I # 2019
Kuwait vs Bahrain,Shahbaz Badar,2,2,lbw b Ilyas Ahmed,5,9,0,0,55.55,T20I # 2019
Kuwait vs Bahrain,Imran Anwar,3,2,c Bilal Tahir b Sayed Monib,87,52,6,7,167.30,T20I # 2019
Kuwait vs Bahrain,Sohail Ahmed,4,2, b Aslam,17,28,0,0,60.71,T20I # 2019
Kuwait vs Bahrain,Haider Butt,5,2,c Ali Zaheer b Aslam,1,2,0,0,50.00,T20I # 2019
Kuwait vs Bahrain,Yasser Nazir,6,2,c Meet Bhavsar b Sayed Monib,0,4,0,0,0.00,T20I # 2019
Kuwait vs Bahrain,Sarfaraz Ali,7,2,not out ,20,7,1,2,285.71,T20I # 2019
Kuwait vs Bahrain,Junaid Aziz,8,2,not out ,11,6,2,0,183.33,T20I # 2019
Malaysia vs Hong Kong,Zubaidi Zulkifle,1,1,c Babar Hayat b Haroon Arshad,0,6,0,0,0.00,T20I # 2020
Malaysia vs Hong Kong,Virandeep Singh,2,1, b Ehsan Khan,3,8,0,0,37.50,T20I # 2020
Malaysia vs Hong Kong,Muhammad Amir,3,1,run out (Haroon Arshad/Ehsan Khan),6,5,1,0,120.00,T20I # 2020
Malaysia vs Hong Kong,Syed Aziz,4,1,c & b Nasrulla Rana,5,11,0,0,45.45,T20I # 2020
Malaysia vs Hong Kong,Ahmad Faiz,5,1,c Shahid Wasif b Haroon Arshad,4,3,1,0,133.33,T20I # 2020
Malaysia vs Hong Kong,Vijay Unni,6,1,c †Gorawara b Aizaz Khan,23,30,1,0,76.66,T20I # 2020
Malaysia vs Hong Kong,Sharvin Muniandy,7,1,c Haroon Arshad b Yasim Murtaza,26,30,2,0,86.66,T20I # 2020
Malaysia vs Hong Kong,Fitri Sham,8,1,c Shahid Wasif b Aizaz Khan,15,15,0,1,100.00,T20I # 2020
Malaysia vs Hong Kong,Muhammad Wafiq,9,1,run out (Aizaz Khan/Ehsan Khan),0,2,0,0,0.00,T20I # 2020
Malaysia vs Hong Kong,Syazrul Idrus,10,1,c & b Ehsan Khan,0,1,0,0,0.00,T20I # 2020
Malaysia vs Hong Kong,Rizwan Haider,11,1,not out ,2,2,0,0,100.00,T20I # 2020
Malaysia vs Hong Kong,Nizakat Khan,1,2,c †Syed Aziz b Syazrul Idrus,1,3,0,0,33.33,T20I # 2020
Malaysia vs Hong Kong,Yasim Murtaza,2,2,lbw b Rizwan Haider,13,9,0,1,144.44,T20I # 2020
Malaysia vs Hong Kong,Babar Hayat,3,2,c Ahmed Faiz b Fitri Sham,5,11,0,0,45.45,T20I # 2020
Malaysia vs Hong Kong,Kinchit Shah,4,2,lbw b Fitri Sham,0,1,0,0,0.00,T20I # 2020
Malaysia vs Hong Kong,Aizaz Khan,5,2,not out ,44,46,2,3,95.65,T20I # 2020
Malaysia vs Hong Kong,Adit Gorawara,6,2,run out (sub [Mohamed Arief]/Vijay Unni),1,4,0,0,25.00,T20I # 2020
Malaysia vs Hong Kong,Shahid Wasif,7,2,c Muhammad Amir b Muhammad Wafiq,23,30,2,1,76.66,T20I # 2020
Malaysia vs Hong Kong,Haroon Arshad,8,2,not out ,7,11,1,0,63.63,T20I # 2020
Bahrain vs Kuwait,Haider Butt,1,1,c †Usman Patel b Shahrukh Quddus,0,3,0,0,0.00,T20I # 2021
Bahrain vs Kuwait,Prashant Kurup,2,1,run out (†Usman Patel),33,35,4,0,94.28,T20I # 2021
Bahrain vs Kuwait,Imran Anwar,3,1, b Ilyas Ahmed,6,15,1,0,40.00,T20I # 2021
Bahrain vs Kuwait,Sohail Ahmed,4,1,c Sandaruwan b Sayed Monib,1,3,0,0,33.33,T20I # 2021
Bahrain vs Kuwait,Shahbaz Badar,5,1,lbw b Aslam,15,11,1,1,136.36,T20I # 2021
Bahrain vs Kuwait,Ahmer Bin Nisar,6,1,c Aslam b Adnan Idrees,17,21,2,0,80.95,T20I # 2021
Bahrain vs Kuwait,Sarfaraz Ali,7,1,c Adnan Idrees b Sayed Monib,31,17,1,4,182.35,T20I # 2021
Bahrain vs Kuwait,Junaid Aziz,8,1, b Shahrukh Quddus,23,10,4,1,230.00,T20I # 2021
Bahrain vs Kuwait,Sathaiya Veerapathiran,9,1,run out (†Usman Patel),4,4,1,0,100.00,T20I # 2021
Bahrain vs Kuwait,Rizwan Butt,10,1,not out ,0,1,0,0,0.00,T20I # 2021
Bahrain vs Kuwait,Meet Bhavsar,1,2,c Veerapathiran b Imran Anwar,25,23,3,0,108.69,T20I # 2021
Bahrain vs Kuwait,Ravija Sandaruwan,2,2,lbw b Imran Anwar,37,33,4,2,112.12,T20I # 2021
Bahrain vs Kuwait,Adnan Idrees,3,2,c Rizwan Butt b Imran Anwar,15,9,1,1,166.66,T20I # 2021
Bahrain vs Kuwait,Ali Zaheer,4,2,not out ,13,18,0,0,72.22,T20I # 2021
Bahrain vs Kuwait,Usman Patel,5,2,c Sarfaraz Ali b Veerapathiran,9,10,0,0,90.00,T20I # 2021
Bahrain vs Kuwait,Sayed Monib,6,2,not out ,31,16,3,2,193.75,T20I # 2021
Hong Kong vs Malaysia,Nizakat Khan,1,1,lbw b Vijay Unni,27,27,1,1,100.00,T20I # 2022
Hong Kong vs Malaysia,Anshy Rath,2,1, b Muniandy,49,40,7,0,122.50,T20I # 2022
Hong Kong vs Malaysia,Babar Hayat,3,1,c Muhammad Amir b Muniandy,7,3,0,1,233.33,T20I # 2022
Hong Kong vs Malaysia,Kinchit Shah,4,1,c Muniandy b Rizwan Haider,29,23,1,2,126.08,T20I # 2022
Hong Kong vs Malaysia,Aizaz Khan,5,1,c Ahmed Faiz b Muniandy,1,3,0,0,33.33,T20I # 2022
Hong Kong vs Malaysia,Yasim Murtaza,6,1,run out (Virandeep Singh/†Syed Aziz),45,17,3,4,264.70,T20I # 2022
Hong Kong vs Malaysia,Zeeshan Ali,7,1,c †Syed Aziz b Muhammad Wafiq,7,4,0,1,175.00,T20I # 2022
Hong Kong vs Malaysia,Haroon Arshad,8,1,c Muniandy b Muhammad Wafiq,0,1,0,0,0.00,T20I # 2022
Hong Kong vs Malaysia,Shahid Wasif,9,1,not out ,1,1,0,0,100.00,T20I # 2022
Hong Kong vs Malaysia,Nasrulla Rana,10,1,not out ,6,1,0,1,600.00,T20I # 2022
Hong Kong vs Malaysia,Zubaidi Zulkifle,1,2,c Nasrulla Rana b Aizaz Khan,29,13,5,1,223.07,T20I # 2022
Hong Kong vs Malaysia,Virandeep Singh,2,2,c Babar Hayat b Aizaz Khan,4,2,1,0,200.00,T20I # 2022
Hong Kong vs Malaysia,Muhammad Amir,3,2,c †Zeeshan Ali b Yasim Murtaza,7,11,0,0,63.63,T20I # 2022
Hong Kong vs Malaysia,Syed Aziz,4,2,c Shahid Wasif b Ehsan Khan,2,2,0,0,100.00,T20I # 2022
Hong Kong vs Malaysia,Vijay Unni,5,2,c Babar Hayat b Shah,18,11,4,0,163.63,T20I # 2022
Hong Kong vs Malaysia,Mohamed Arief,6,2,c †Zeeshan Ali b Nasrulla Rana,1,2,0,0,50.00,T20I # 2022
Hong Kong vs Malaysia,Ahmad Faiz,7,2,c †Zeeshan Ali b Nasrulla Rana,17,22,0,1,77.27,T20I # 2022
Hong Kong vs Malaysia,Sharvin Muniandy,8,2,c Shah b Aizaz Khan,20,19,1,1,105.26,T20I # 2022
Hong Kong vs Malaysia,Fitri Sham,9,2, b Ehsan Khan,15,16,2,0,93.75,T20I # 2022
Hong Kong vs Malaysia,Muhammad Wafiq,10,2,c †Zeeshan Ali b Aizaz Khan,0,1,0,0,0.00,T20I # 2022
Hong Kong vs Malaysia,Rizwan Haider,11,2,not out ,17,10,0,2,170.00,T20I # 2022
England vs Bangladesh,Phil Salt,1,1,c & b Shakib Al Hasan,25,19,3,1,131.57,T20I # 2023
England vs Bangladesh,Dawid Malan,2,1,c Hasan Mahmud b Taskin Ahmed,5,8,1,0,62.50,T20I # 2023
England vs Bangladesh,Moeen Ali,3,1,c sub (Shamim Hossain) b Mehidy Hasan Miraz,15,17,1,1,88.23,T20I # 2023
England vs Bangladesh,Jos Buttler,4,1, b Hasan Mahmud,4,6,0,0,66.66,T20I # 2023
England vs Bangladesh,Ben Duckett,5,1,c Najmul Hossain Shanto b Mustafizur Rahman,28,28,2,0,100.00,T20I # 2023
England vs Bangladesh,Sam Curran,6,1,st †Litton Das b Mehidy Hasan Miraz,12,16,1,0,75.00,T20I # 2023
England vs Bangladesh,Chris Woakes,7,1,st †Litton Das b Mehidy Hasan Miraz,0,2,0,0,0.00,T20I # 2023
England vs Bangladesh,Chris Jordan,8,1,c Rony Talukdar b Mehidy Hasan Miraz,3,10,0,0,30.00,T20I # 2023
England vs Bangladesh,Rehan Ahmed,9,1,run out (†Litton Das/Mustafizur Rahman),11,11,2,0,100.00,T20I # 2023
England vs Bangladesh,Adil Rashid,10,1,not out ,1,2,0,0,50.00,T20I # 2023
England vs Bangladesh,Jofra Archer,11,1,run out (†Litton Das/Mustafizur Rahman),0,1,0,0,0.00,T20I # 2023
England vs Bangladesh,Litton Das,1,2,c Salt b Curran,9,9,1,0,100.00,T20I # 2023
England vs Bangladesh,Rony Talukdar,2,2,c Ali b Archer,9,14,1,0,64.28,T20I # 2023
England vs Bangladesh,Najmul Hossain Shanto,3,2,not out ,46,47,3,0,97.87,T20I # 2023
England vs Bangladesh,Towhid Hridoy,4,2,c Woakes b Rehan Ahmed,17,18,2,0,94.44,T20I # 2023
England vs Bangladesh,Mehidy Hasan Miraz,5,2,c Rashid b Archer,20,16,0,2,125.00,T20I # 2023
England vs Bangladesh,Shakib Al Hasan,6,2,c Jordan b Ali,0,3,0,0,0.00,T20I # 2023
England vs Bangladesh,Afif Hossain,7,2, b Archer,2,3,0,0,66.66,T20I # 2023
England vs Bangladesh,Taskin Ahmed,8,2,not out ,8,3,2,0,266.66,T20I # 2023
Vanuatu vs Samoa,Nalin Nipiko,1,1,c †Kaisala b Faatea,24,17,5,0,141.17,T20I # 2024
Vanuatu vs Samoa,Clement Tommy,2,1,c Faatea b Toutai,18,11,4,0,163.63,T20I # 2024
Vanuatu vs Samoa,Junior Kaltapau,3,1, b Rapi,3,4,0,0,75.00,T20I # 2024
Vanuatu vs Samoa,Patrick Matautaava,4,1, b Rapi,0,2,0,0,0.00,T20I # 2024
Vanuatu vs Samoa,Ronald Tari,5,1,c & b Roache,56,40,4,2,140.00,T20I # 2024
Vanuatu vs Samoa,Womejo Wotu,6,1, b Faatea,12,8,1,1,150.00,T20I # 2024
Vanuatu vs Samoa,Joshua Rasu,7,1, b Rapi,27,23,2,0,117.39,T20I # 2024
Vanuatu vs Samoa,Simpson Obed,8,1,c Fereti b Tuilaepa,2,8,0,0,25.00,T20I # 2024
Vanuatu vs Samoa,Godfrey Mangau,9,1,not out ,9,6,2,0,150.00,T20I # 2024
Vanuatu vs Samoa,Darren Wotu,10,1,not out ,3,3,0,0,100.00,T20I # 2024
Vanuatu vs Samoa,Uala Kaisala,1,2,c †Tommy b Mangau,1,8,0,0,12.50,T20I # 2024
Vanuatu vs Samoa,Paul Rarotoga,2,2,c Matautaava b Obed,56,39,8,2,143.58,T20I # 2024
Vanuatu vs Samoa,Darren Roache,3,2, b D Wotu,24,28,3,0,85.71,T20I # 2024
Vanuatu vs Samoa,Matthew Faatea,4,2, b Matautaava,4,10,1,0,40.00,T20I # 2024
Vanuatu vs Samoa,Josef Pita,5,2,c Matautaava b Obed,8,5,1,0,160.00,T20I # 2024
Vanuatu vs Samoa,Maletino Maiava,6,2, b Matautaava,4,2,1,0,200.00,T20I # 2024
Vanuatu vs Samoa,Timezeen Rapi,7,2,run out (Matautaava),1,2,0,0,50.00,T20I # 2024
Vanuatu vs Samoa,Liuone Fereti,8,2,not out ,14,14,3,0,100.00,T20I # 2024
Vanuatu vs Samoa,Sitanisilao Toutai,9,2,c Tari b Obed,1,3,0,0,33.33,T20I # 2024
Vanuatu vs Samoa,Bondi Pita,10,2,c b Obed,17,9,2,0,188.88,T20I # 2024
Vanuatu vs Samoa,Maene Tuilaepa,11,2,not out ,9,5,2,0,180.00,T20I # 2024
Fiji vs Samoa,Cakacaka Veretaki,1,1,run out (Faatea),60,41,8,2,146.34,T20I # 2025
Fiji vs Samoa,Delaimatuku Maraiwai,2,1,c Pita b Rapi,13,12,1,1,108.33,T20I # 2025
Fiji vs Samoa,Seru Tupou,3,1,c Maiava b Roache,21,15,3,1,140.00,T20I # 2025
Fiji vs Samoa,Peni Vuniwaqa,4,1, b Tuilaepa,26,19,1,2,136.84,T20I # 2025
Fiji vs Samoa,Peni Dakainivanua,5,1,not out ,25,17,2,1,147.05,T20I # 2025
Fiji vs Samoa,Noa Acawei,6,1, b Faatea,8,5,2,0,160.00,T20I # 2025
Fiji vs Samoa,Metuisela Beitaki,7,1,not out ,33,14,3,2,235.71,T20I # 2025
Fiji vs Samoa,Paul Rarotoga,1,2,c & b Manakitoga,2,3,0,0,66.66,T20I # 2025
Fiji vs Samoa,Darren Roache,2,2,c Vuniwaqa b Tabuisulu,10,10,2,0,100.00,T20I # 2025
Fiji vs Samoa,Liuone Fereti,3,2, b Tabuisulu,1,3,0,0,33.33,T20I # 2025
Fiji vs Samoa,Timezeen Rapi,4,2,c Tabuisulu b Kotoisuva,13,13,2,0,100.00,T20I # 2025
Fiji vs Samoa,Uala Kaisala,5,2,c Tabuisulu b Cabebula,1,4,0,0,25.00,T20I # 2025
Fiji vs Samoa,Maletino Maiava,6,2,c b Cabebula,34,29,2,0,117.24,T20I # 2025
Fiji vs Samoa,Matthew Faatea,7,2, b Kotoisuva,0,3,0,0,0.00,T20I # 2025
Fiji vs Samoa,Josef Pita,8,2, b Manakitoga,46,39,7,1,117.94,T20I # 2025
Fiji vs Samoa,Sitanisilao Toutai,9,2,c †Beitaki b Cabebula,2,3,0,0,66.66,T20I # 2025
Fiji vs Samoa,Maene Tuilaepa,10,2, b Cabebula,2,3,0,0,66.66,T20I # 2025
Fiji vs Samoa,Aoga Leutogi,11,2,not out ,13,6,0,1,216.66,T20I # 2025
Bangladesh vs England,Litton Das,1,1,c Salt b Jordan,73,57,10,1,128.07,T20I # 2026
Bangladesh vs England,Rony Talukdar,2,1,c & b Rashid,24,22,3,0,109.09,T20I # 2026
Bangladesh vs England,Najmul Hossain Shanto,3,1,not out ,47,36,1,2,130.55,T20I # 2026
Bangladesh vs England,Shakib Al Hasan,4,1,not out ,4,6,0,0,66.66,T20I # 2026
Bangladesh vs England,Dawid Malan,1,2,c †Litton Das b Mustafizur Rahman,53,47,6,2,112.76,T20I # 2026
Bangladesh vs England,Phil Salt,2,2,st †Litton Das b Tanvir Islam,0,1,0,0,0.00,T20I # 2026
Bangladesh vs England,Jos Buttler,3,2,run out (Mehidy Hasan Miraz),40,31,4,1,129.03,T20I # 2026
Bangladesh vs England,Ben Duckett,4,2, b Taskin Ahmed,11,11,2,0,100.00,T20I # 2026
Bangladesh vs England,Moeen Ali,5,2,c Mehidy Hasan Miraz b Taskin Ahmed,9,10,0,1,90.00,T20I # 2026
Bangladesh vs England,Sam Curran,6,2,c Tanvir Islam b Shakib Al Hasan,4,6,0,0,66.66,T20I # 2026
Bangladesh vs England,Chris Woakes,7,2,not out ,13,10,2,0,130.00,T20I # 2026
Bangladesh vs England,Chris Jordan,8,2,not out ,2,4,0,0,50.00,T20I # 2026
